id,Title,Abstract,Author,Link,Publish Date,Update Date,Primary Category,Category,Publish Year,Category_New
math/0402110v1,The sharp form of the strong Szego theorem,"let $f$ be a function on the unit circle and $d_n(f)$ be the determinant of the $(n+1)\times (n+1)$ matrix with elements $\{c_{j-i}\}_{0\leq i,j\leq n}$ where $c_m =\hat f_m\equiv \int e^{-im\theta} f(\theta) \f{d\theta}{2\pi}$. the sharp form of the strong szeg\h{o} theorem says that for any real-valued $l$ on the unit circle with $l,e^l$ in $l^1 (\f{d\theta}{2\pi})$, we have \[ \lim_{n\to\infty} d_n(e^l) e^{-(n+1)\hat l_0} = \exp \biggl(\sum_{k=1}^\infty k\abs{\hat l_k}^2\biggr) \] where the right side may be finite or infinite. we focus on two issues here: a new proof when $e^{i\theta}\to l(\theta)$ is analytic and known simple arguments that go from the analytic case to the general case. we add background material to make this article self-contained.",Barry Simon,http://arxiv.org/pdf/math/0402110v1,2004-02-06T22:55:37Z,2004-02-06T22:55:37Z,math.SP,['math.SP'],2004,math
math/0406519v1,A stochastic process approach to false discovery control,"this paper extends the theory of false discovery rates (fdr) pioneered by benjamini and hochberg [j. roy. statist. soc. ser. b 57 (1995) 289-300].   we develop a framework in which the false discovery proportion (fdp)--the number of false rejections divided by the number of rejections--is treated as a stochastic process. after obtaining the limiting distribution of the process, we demonstrate the validity of a class of procedures for controlling the false discovery rate (the expected fdp). we construct a confidence envelope for the whole fdp process. from these envelopes we derive confidence thresholds, for controlling the quantiles of the distribution of the fdp as well as controlling the number of false discoveries. we also investigate methods for estimating the p-value distribution.",Christopher Genovese,http://arxiv.org/pdf/math/0406519v1,2004-06-25T10:24:19Z,2004-06-25T10:24:19Z,math.ST,"['math.ST', 'stat.TH', '62H15, 62G10 (Primary)']",2004,math
math/0405100v2,Very many term clones in a very small variety,we give an example of a finitely based locally finite variety which has uncountably many term clones. (such varieties were known before.),Martin Goldstern,http://arxiv.org/pdf/math/0405100v2,2004-05-06T15:55:40Z,2004-07-29T12:35:18Z,math.RA,"['math.RA', '08A40, 08B20']",2004,math
math/0410086v1,"Statistical estimation in the proportional hazards model with risk set
  sampling","thomas' partial likelihood estimator of regression parameters is widely used in the analysis of nested case-control data with cox's model. this paper proposes a new estimator of the regression parameters, which is consistent and asymptotically normal. its asymptotic variance is smaller than that of thomas' estimator away from the null. unlike some other existing estimators, the proposed estimator does not rely on any more data than strictly necessary for thomas' estimator and is easily computable from a closed form estimating equation with a unique solution. the variance estimation is obtained as minus the inverse of the derivative of the estimating function and therefore the inference is easily available. a numerical example is provided in support of the theory.",Kani Chen,http://arxiv.org/pdf/math/0410086v1,2004-10-05T10:01:00Z,2004-10-05T10:01:00Z,math.ST,"['math.ST', 'stat.TH', '62F12 (Primary) 62J05. (Secondary)']",2004,math
math/0402426v1,"A.K.Kwasniewski, W.Bajguz Generalized Clifford Algebras and the Last
  Fermat Theorem",one shows that the last fermat theorem is equivalent to the statement that all rational solutions of the famous equation are provided by an orbit of rationally parametrized subgroup of a group preserving k-ubic form. this very group naturally arrises in the generalized clifford algebras setting .,A. K. Kwasniewski,http://arxiv.org/pdf/math/0402426v1,2004-02-26T04:10:01Z,2004-02-26T04:10:01Z,math.GM,"['math.GM', '11Dxx:11D41']",2004,math
math/0403048v1,"Character sheaves on disconnected groups, V",we continue the study of character sheaves on a not necessarily connected reductive group. we prove orthogonality formulas for certain characteristic functions.,G. Lusztig,http://arxiv.org/pdf/math/0403048v1,2004-03-02T17:10:37Z,2004-03-02T17:10:37Z,math.RT,['math.RT'],2004,math
math/0410271v2,Statistical modeling of causal effects in continuous time,"this article studies the estimation of the causal effect of a time-varying treatment on time-to-an-event or on some other continuously distributed outcome. the paper applies to the situation where treatment is repeatedly adapted to time-dependent patient characteristics. the treatment effect cannot be estimated by simply conditioning on these time-dependent patient characteristics, as they may themselves be indications of the treatment effect. this time-dependent confounding is common in observational studies. robins [(1992) biometrika 79 321--334, (1998b) encyclopedia of biostatistics 6 4372--4389] has proposed the so-called structural nested models to estimate treatment effects in the presence of time-dependent confounding. in this article we provide a conceptual framework and formalization for structural nested models in continuous time. we show that the resulting estimators are consistent and asymptotically normal. moreover, as conjectured in robins [(1998b) encyclopedia of biostatistics 6 4372--4389], a test for whether treatment affects the outcome of interest can be performed without specifying a model for treatment effect. we illustrate the ideas in this article with an example.",Judith J. Lok,http://arxiv.org/pdf/math/0410271v2,2004-10-11T12:55:21Z,2008-06-19T07:01:37Z,math.ST,"['math.ST', 'stat.TH', '62P10 (Primary) 62M99 (Secondary)']",2004,math
math/0404338v2,Topological properties of Hamiltonian circle actions,"this paper studies hamiltonian circle actions, i.e. circle subgroups of the group ham(m,\om) of hamiltonian symplectomorphisms of a closed symplectic manifold (m,\om). our main tool is the seidel representation of \pi_1(\ham(m,\om)) in the units of the quantum homology ring. we show that if the weights of the action at the points at which the moment map is a maximum are sufficiently small then the circle represents a nonzero element of \pi_1(\ham(m,\om)). further, if the isotropy has order at most two and the circle contracts in \ham(m,\om) then the homology of m is invariant under an involution. for example, the image of the normalized moment map is a symmetric interval [-a,a]. if the action is semifree (i.e. the isotropy weights are 0 or +/- 1) then we calculate the leading order term in the seidel representation, an important technical tool in understanding the quantum cohomology of manifolds that admit semifree hamiltonian circle actions. if the manifold is toric, we use our results about this representation to describe the basic multiplicative structure of the quantum cohomology ring of an arbitrary toric manifold. there are two important technical ingredients; one relates the equivariant cohomology of $m$ to the morse flow of the moment map, and the other is a version of the localization principle for calculating gromov--witten invariants on symplectic manifolds with s^1-actions.",Dusa McDuff,http://arxiv.org/pdf/math/0404338v2,2004-04-19T15:57:53Z,2005-05-12T13:02:56Z,math.SG,"['math.SG', '53D20,53D45,57S05']",2004,math
math/0407409v1,"On the Noether Invariance Principle for Constrained Optimal Control
  Problems","we obtain a generalization of noether's invariance principle for optimal control problems with equality and inequality state-input constraints. the result relates the invariance properties of the problems with the existence of conserved quantities along the constrained pontryagin extremals. a result of this kind was posed as an open question by vladimir tikhomirov, in 1986.",Delfim F. M. Torres,http://arxiv.org/pdf/math/0407409v1,2004-07-23T18:31:34Z,2004-07-23T18:31:34Z,math.OC,"['math.OC', '49K15']",2004,math
math/0407022v2,The units of a ring spectrum and a logarithmic cohomology operation,"we construct a ``logarithmic'' cohomology operation on morava e-theory, which is a homomorphism defined on the multiplicative group of invertible elements in the ring e^0(k) of a space k. we obtain a formula for this map in terms of the action of hecke operators on morava e-theory. our formula is closely related to that for an euler factor of the hecke l-function of an automorphic form.",Charles Rezk,http://arxiv.org/pdf/math/0407022v2,2004-07-01T23:03:34Z,2005-06-13T21:06:29Z,math.AT,"['math.AT', '55N22; 55P43, 55S05, 55S25, 55P47, 55P60, 55N34, 11F25']",2004,math
math/0406467v1,"Discussion of ""Least angle regression"" by Efron et al",discussion of ``least angle regression'' by efron et al. [math.st/0406456],Keith Knight,http://arxiv.org/pdf/math/0406467v1,2004-06-23T12:49:22Z,2004-06-23T12:49:22Z,math.ST,"['math.ST', 'stat.TH']",2004,math
math/0410419v1,"An introduction to (smoothing spline) ANOVA models in RKHS with examples
  in geographical data, medicine, atmospheric science and machine learning","smoothing spline anova (ss-anova) models in reproducing kernel hilbert spaces (rkhs) provide a very general framework for data analysis, modeling and learning in a variety of fields. discrete, noisy scattered, direct and indirect observations can be accommodated with multiple inputs and multiple possibly correlated outputs and a variety of meaningful structures. the purpose of this paper is to give a brief overview of the approach and describe and contrast a series of applications, while noting some recent results.",Grace Wahba,http://arxiv.org/pdf/math/0410419v1,2004-10-19T19:47:24Z,2004-10-19T19:47:24Z,math.ST,"['math.ST', 'stat.TH', '62G08, 62-02, 62-07']",2004,math
math/0406365v2,"A computer-based approach to the classification of nilpotent Lie
  algebras","we adopt the $p$-group generation algorithm to classify small-dimensional nilpotent lie algebras over small fields. using an implementation of this algorithm, we list the nilpotent lie algebras of dimension at most~9 over $\f_2$ and those of dimension at most~7 over $\f_3$ and $\f_5$.",Csaba Schneider,http://arxiv.org/pdf/math/0406365v2,2004-06-18T11:24:02Z,2004-07-30T10:31:59Z,math.RA,"['math.RA', '17B05, 17B30, 17-08']",2004,math
math/0403503v1,Geometry of pentagons: from Gauss to Robbins,"an almost forgotten gem of gauss tells us how to compute the area of a pentagon by just going around it and measuring areas of each vertex triangles (i.e. triangles whose vertices are three consecutive vertices of the pentagon). we give several proofs and extensions of this beautiful formula to hexagon etc. and consider special cases of affine--regular polygons.   the gauss pentagon formula is, in fact, equivalent to the monge formula which is equivalent to the ptolemy formula.   on the other hand, we give a new proof of the robbins formula for the area of a cyclic pentagon in terms of the side lengths, and this is a consequence of the ptolemy formula. the main tool is simple: just eliminate from algebraic equations, via resultants. by combining gauss and robbins formulas we get an explicit rational expression for the area of any cyclic pentagon. so, after centuries of geometry of triangles and quadrilaterals, we arrive to the nontrivial geometry of pentagons.",Dragutin Svrtan,http://arxiv.org/pdf/math/0403503v1,2004-03-29T21:37:08Z,2004-03-29T21:37:08Z,math.MG,"['math.MG', '51M04, 51M25,52A10, 52A38, 52B55']",2004,math
math/0401277v1,A refinement of the complex convexity theorem via symplectic techniques,we apply techniques from symplectic geometry to extend and give a new proof of the complex convexity theorem of gindikin-kroetz.,Bernhard Kroetz,http://arxiv.org/pdf/math/0401277v1,2004-01-21T18:16:42Z,2004-01-21T18:16:42Z,math.SG,['math.SG'],2004,math
math/0409517v1,The lambda-dimension of commutative arithmetic rings,it is shown that every commutative arithmetic ring $r$ has $lambda$-dimension $ leq 3$. an example of a commutative kaplansky ring with $ lambda$-dimension 3 is given. if $r$ satisfies an additional condition then $ lambda$-dim($r$),Francois Couchot,http://arxiv.org/pdf/math/0409517v1,2004-09-27T13:52:29Z,2004-09-27T13:52:29Z,math.RA,['math.RA'],2004,math
math/0403291v1,The t#-property for intergral domains,"we study a condition on intersections of localizations of a domain at maximal t-ideals. this extends and generalizes earlier work of gilmer (1967), gilmer-heinzer (1968), olberding (1998), and others for prufer domains.",Stefania Gabelli,http://arxiv.org/pdf/math/0403291v1,2004-03-17T16:27:19Z,2004-03-17T16:27:19Z,math.AC,['math.AC'],2004,math
math/0408320v1,A note on recurrence sequences,in this note we provide a simple formula of general term of recurrent sequence.,S. Amghibech,http://arxiv.org/pdf/math/0408320v1,2004-08-24T00:44:38Z,2004-08-24T00:44:38Z,math.RA,"['math.RA', '15A24']",2004,math
math/0411539v4,"An optimal series expansion of the multiparameter fractional Brownian
  motion",we derive a series expansion for the multiparameter fractional brownian motion. the derived expansion is proven to be rate optimal.,Anatoliy Malyarenko,http://arxiv.org/pdf/math/0411539v4,2004-11-24T09:24:56Z,2007-10-05T08:58:20Z,math.ST,"['math.ST', 'stat.TH', '60G15, 60G18']",2004,math
math/0412379v1,"Time-reversal and the adjoint method with an application in
  telecommunication","we establish a direct link between the time-reversal technique and the so-called adjoint method for imaging. using this relationship, we derive new solution strategies for an inverse problem which arises in telecommunication. these strategies are all based on iterative time-reversal experiments, which try to solve the inverse problem experimentally instead of computationally. we will focus in particular on examples from underwater acoustic communication and wireless communication in a multiple-input multiple-output (mimo) setup.",Oliver Dorn,http://arxiv.org/pdf/math/0412379v1,2004-12-19T12:57:53Z,2004-12-19T12:57:53Z,math.OC,['math.OC'],2004,math
math/0405323v1,Course of linear algebra and multidimensional geometry,"this is a standard textbook for the course of linear algebra and multidimensional geometry as it was taught in 1991-1998 at mathematical department of bashkir state university. both coordinate and invariant approaches are used, but invariant approach is preferred.",Ruslan Sharipov,http://arxiv.org/pdf/math/0405323v1,2004-05-17T10:58:09Z,2004-05-17T10:58:09Z,math.HO,"['math.HO', '97U20']",2004,math
math/0408179v1,Generalized cohomology of pro-spectra,"we present a closed model structure for the category of pro-spectra in which the weak equivalences are detected by stable homotopy pro-groups. with some bounded-below assumptions, weak equivalences are also detected by cohomology as in the classical whitehead theorem for spectra. we establish an atiyah-hirzebruch spectral sequence in this context, which makes possible the computation of topological k-theory (and other generalized cohomology theories) of pro-spectra.",Daniel C. Isaksen,http://arxiv.org/pdf/math/0408179v1,2004-08-13T13:57:32Z,2004-08-13T13:57:32Z,math.AT,"['math.AT', '55T25, 55P42, 55U35, 55N20, 18G55 (Primary), 19L99 (Secondary)']",2004,math
math/0404485v1,"The symplectic geometry of the Gel'fand-Cetlin-Molev basis for
  representations of Sp(2n,C)","gel'fand and cetlin constructed in the 1950s a canonical basis for a finite-dimensional representation v(\lambda) of u(n,\c) by successive decompositions of the representation by a chain of subgroups. guillemin and sternberg constructed in the 1980s the gel'fand-cetlin integrable system on the coadjoint orbits of u(n,\c), which is the symplectic geometric version, via geometric quantization, of the gel'fand-cetlin construction. (much the same construction works for representations of so(n,\r).) a. molev in 1999 found a gel'fand-cetlin-type basis for representations of the symplectic group, using essentially new ideas. an important new role is played by the yangian y(2), an infinite-dimensional hopf algebra, and a subalgebra of y(2) called the twisted yangian y^{-}(2). in this paper we use deformation theory to give the analogous symplectic-geometric results for the case of u(n,\h), i.e. we construct a completely integrable system on the coadjoint orbits of u(n,\h). we call this the gel'fand-cetlin-molev integrable system.",Megumi Harada,http://arxiv.org/pdf/math/0404485v1,2004-04-27T13:01:26Z,2004-04-27T13:01:26Z,math.SG,"['math.SG', '70H06 (Primary); 37J15, 17B10 (Secondary)']",2004,math
math/0410075v1,Homotopy operations and rational homotopy type,"we describe a collection of higher homotopy operations which determine the rational homotopy type of a simply-connected space x. these are described in terms of simplicial resolutions of successive approximations (l^k,\alpha} to the quillen dgl model for x. the operations lie in suitable cohomology groups h^*{l^{(k,\alpha)}; \pi_* x\otimes q} of these dgls. to facilitate the recovery of an integral version of the operations from the rational description, we also define a differential graded non-associative algebra model for rational spaces.",David Blanc,http://arxiv.org/pdf/math/0410075v1,2004-10-05T09:20:27Z,2004-10-05T09:20:27Z,math.AT,"['math.AT', '55P62; 55Q35, 55P15,18G50']",2004,math
math/0410586v2,You Can Fool Some People Sometimes,we develop an empirical procedure to qunatify future company performance based on top management promises. we find that the number of future tense sentence occurrences in 10-k reports is significantly negatively correlated with the return as well as with the excess return on the company stock price. we extrapolate the same methodology to us presidential campaigns since 1960 and come to some startling conclusions.,Rasa Karapandza,http://arxiv.org/pdf/math/0410586v2,2004-10-28T18:15:49Z,2004-10-29T12:52:18Z,math.ST,"['math.ST', 'stat.TH', '62-07']",2004,math
math/0411298v1,"On the Distribution of the Sum of n Non-Identically Distributed Uniform
  Random Variables","the distribution of the sum of independent identically distributed uniform random variables is well-known. however, it is sometimes necessary to analyze data which have been drawn from different uniform distributions. by inverting the characteristic function, we derive explicit formulae for the distribution of the sum of n non-identically distributed uniform random variables in both the continuous and the discrete case. the results, though involved, have a certain elegance. as examples, we derive from our general formulae some special cases which have appeared in the literature.",David M. Bradley,http://arxiv.org/pdf/math/0411298v1,2004-11-12T23:29:15Z,2004-11-12T23:29:15Z,math.ST,"['math.ST', 'stat.TH']",2004,math
math/0409285v1,Generalized Harish-Chandra modules with generic minimal $\frak k$-type,"we make a first step towards a classification of simple generalized harish-chandra modules which are not harish-chandra modules or weight modules of finite type. for an arbitrary algebraic reductive pair of complex lie algebras $(\g,\k)$, we construct, via cohomological induction, the fundamental series $f^\cdot (\p,e)$ of generalized harish-chandra modules. we then use $f^\cdot (\p,e)$ to characterize any simple generalized harish-chandra module with generic minimal $\k$-type. more precisely, we prove that any such simple $(\g,\k)$-module of finite type arises as the unique simple submodule of an appropriate fundamental series module $f^s(\p,e)$ in the middle dimension $s$. under the stronger assumption that $\k$ contains a semisimple regular element of $\g$, we prove that any simple $(\g,\k)$-module with generic minimal $\k$-type is necessarily of finite type, and hence obtain a reconstruction theorem for a class of simple $(\g,\k)$-modules which can a priori have infinite type. we also obtain generic general versions of some classical theorems of harish-chandra, such as the harish-chandra admissibility theorem. the paper is concluded by examples, in particular we compute the genericity condition on a $\k$-type for any pair $(\g,\k)$ with $\k\simeq s\ell (2)$.",Ivan Penkov,http://arxiv.org/pdf/math/0409285v1,2004-09-16T19:31:27Z,2004-09-16T19:31:27Z,math.RT,"['math.RT', '17B10']",2004,math
math/0401168v1,Mod p homology of the stable mapping class group,"we calculate the homology of the mapping class group in the stable range. the calculation is based on madsen and weiss' proof of the ""generalised mumford conjecture"".",Soren Galatius,http://arxiv.org/pdf/math/0401168v1,2004-01-14T22:07:08Z,2004-01-14T22:07:08Z,math.AT,['math.AT'],2004,math
math/0403174v1,"Nash type inequalities for fractional powers of non-negative
  self-adjoint operators","assuming that a nash type inequality is satisfied by a non-negative self-adjoint operator $a$, we prove a nash type inequality for the fractional powers $a^{\alpha}$ of $a$. under some assumptions, we give ultracontractivity bounds for the semigroup $(t_{t,{\alpha}})$ generated by $-a^{\alpha}$.",Alexander Bendikov,http://arxiv.org/pdf/math/0403174v1,2004-03-10T10:48:24Z,2004-03-10T10:48:24Z,math.SP,"['math.SP', '39B62;47A60; 26A12;26A33;81Q10']",2004,math
math/0410598v1,Associated primes of local cohomology module,"let $\fa$ be an ideal of a commutative noetherian ring $r$ and $m$ a finitely generated $r$-module. let $t$ be a natural integer. it is shown that there is a finite subset $x$ of $\spec r$, such that $\ass_r(h_{\fa}^t(m))$ is contained in $x$ union with the union of the sets $\ass_r(\ext_r^j(r/\fa,h_{\fa}^i(m)))$, where $0\leq i<t$ and $0\leq j\leq t^2+1$. as an immediate consequence, we deduce that the first non $\fa$-cofinite local cohomology module of $m$ with respect to $\fa$ has only finitely many associated prime ideals.",Kamran Divaani-Aazar,http://arxiv.org/pdf/math/0410598v1,2004-10-28T08:53:06Z,2004-10-28T08:53:06Z,math.AC,"['math.AC', '13D45, 13E99']",2004,math
math/0409082v2,5-dimensional contact SO(3)-manifolds and Dehn twists,"in this paper the 5-dimensional contact so(3)-manifolds are classified up to equivariant contactomorphisms. the construction of such manifolds with singular orbits requires the use of generalized dehn twists.   we show as an application that all simply connected 5-manifoldswith singular orbits are realized by a brieskorn manifold with exponents (k,2,2,2). the standard contact structure on such a manifold gives right-handed dehn twists, and a second contact structure defined in the article gives left-handed twists.",Klaus Niederkrüger,http://arxiv.org/pdf/math/0409082v2,2004-09-06T12:30:06Z,2005-03-24T12:33:40Z,math.SG,"['math.SG', '53D10; 53D20']",2004,math
math/0409164v2,Entire cyclic homology of Schatten ideals,"certain cocycles constructed by connes are characters of $p$-summable fredholm modules. in this article, we establish some consequences of the universal properties which these characters enjoy. our main technical result is that the entire cyclic cohomology of the p-th schatten ideal l^p (respectively, homology) is independent of p and isomorphic to the entire cyclic cohomology (respectively, homology) of the ideal of trace class operators l^1.",J. Brodzki,http://arxiv.org/pdf/math/0409164v2,2004-09-09T14:23:59Z,2004-09-23T20:23:06Z,math.KT,"['math.KT', '19D55']",2004,math
math/0411124v1,A note on projective modules over real affine algebras,"let a be an affine algebra over the field of real numbers of dimension d. let f \in a be an element not belonging to any real maximal ideal of a. let p be a projective a-module of rank \geq d-1. let (a,p) \in a_f \oplus p_f be a unimodular element. then the projective a_f module q=a_f \oplus p_f/(a,p)a_f is extended from a.",Manoj Kumar Keshari,http://arxiv.org/pdf/math/0411124v1,2004-11-05T23:30:30Z,2004-11-05T23:30:30Z,math.AC,"['math.AC', '13C10']",2004,math
math/0410552v1,Polynomials Maps and Even Dimensional Spheres,"we construct, for every even dimensional sphere $s^n$, $n >1$, and every odd integer $k$, a homogeneous polynomial map $f: s^{n}\to s^{n}$ of brouwer degree $k$ and algebraic degree $2|k|-1$.",Javier Turiel,http://arxiv.org/pdf/math/0410552v1,2004-10-26T11:04:14Z,2004-10-26T11:04:14Z,math.AT,['math.AT'],2004,math
math/0402342v1,Coxeter groups of stellar manifolds,"it is well known that a compact two dimensional surface is homeomorphic to a polygon with the edges identified in pairs. this paper not only presents a new proof of this statement but also generalizes it to any connected $n$-dimensional stellar manifold with a finite number of vertices. the study of an $n$-dimensional stellar sphere with the boundary faces identified in pairs leads us to coxeter groups of stellar manifolds. analysis of these coxeter groups allows us to single out the class of so called flat stellar manifolds. flat stellar manifolds are not only very common but also possess a range of simple properties that allow to prove some difficult long standing statements. in particular, there exists a simple proof of the poincar\`e conjecture for flat manifolds.it is not possible to carry out this simple proof for a general stellar manifolds because of certain singularities that can be characterized in terms of coxeter groups. the results and ideas presented in this paper not only open a new way that may lead to entirely combinatorial and algebraic proof of the poincar\`e conjecture but also suggest a new technique for studying stellar manifolds in terms of properties of their coxeter groups.",Sergey Nikitin,http://arxiv.org/pdf/math/0402342v1,2004-02-21T00:02:17Z,2004-02-21T00:02:17Z,math.GM,"['math.GM', '57Q15, 57M40, 57N12']",2004,math
math/0405315v1,Integral closures of ideals in completions of regular local domains,"in this paper we exhibit an example of a three-dimensional regular local domain (a, n) having a height-two prime ideal p with the property that the extension pa^ of p to the n-adic completion a^ of a is not integrally closed. we use a construction we have studied in earlier papers: for r=k[x,y,z], where k is a field of characteristic zero and x,y,z are indeterminates over k, the example a is an intersection of the localization of the power series ring k[y,z][[x]] at the maximal ideal (x,y,z) with the field k(x,y,z,f, g) where f, g are elements of (x,y,z)k[y,z][[x]] that are algebraically independent over k(x,y,z). the elements f, g are chosen in such a way that using results from our earlier papers a is noetherian and it is possible to describe a as a nested union of rings associated to a that are localized polynomial rings over k in five variables.",William Heinzer,http://arxiv.org/pdf/math/0405315v1,2004-05-16T21:54:16Z,2004-05-16T21:54:16Z,math.AC,"['math.AC', '13H05']",2004,math
math/0401198v1,"Quasi-static evolution in brittle fracture: the case of bounded
  solutions","the main steps of the proof of the existence result for the quasi-static evolution of cracks in brittle materials, obtained in [7] in the vector case and for a general quasiconvex elastic energy, are presented here under the simplifying assumption that the minimizing sequences involved in the problem are uniformly bounded in $l^\infty$.",Gianni Dal Maso,http://arxiv.org/pdf/math/0401198v1,2004-01-16T10:38:51Z,2004-01-16T10:38:51Z,math.AP,"['math.AP', '35R35, 74R10, 49Q10, 35A35, 35B30, 35J25']",2004,math
math/0401317v2,"Affine braids, Markov traces and the category O","this paper provides a unified approach to results on representations of affine hecke algebras, cyclotomic hecke algebras, affine bmw algebras, cyclotomic bmw algebras, markov traces, jacobi-trudi type identities, dual pairs (zelevinsky), and link invariants (turaev). the key observation in the genesis of this paper was that the technical tools used to obtain the results in orellana and suzuki, two a priori unrelated papers, are really the same. here we develop this method and explain how to apply it to obtain results similar to those in orellana and suzuki in more general settings. some specific new results which are obtained are the following: (a) a generalization of the results on markov traces obtained by orellana to centralizer algebras coming from quantum groups of all lie types, (b) a generalization of the results of suzuki to show that kazhdan-lusztig polynomials of all finite weyl groups occur as decomposition numbers in the representation theory of affine braid groups of type a, (c) a generalization of the functors used by zelevinsky to representations of affine braid groups of type a, (d) a definition of the affine bmw-algebra (birman-murakami-wenzl) and show that it has a representation theory analogous to that of affine hecke algebras. in particular there are ``standard modules'' for these algebras which have composition series where multiplicites of the factors are given by kazhdan-lusztig polynomials for weyl groups of types a,b,and c, (e) we generalize the results of leduc and ram on constructing representations of centralizer algebras to affine centralizer algebras.",Rosa Orellana,http://arxiv.org/pdf/math/0401317v2,2004-01-23T15:35:55Z,2004-02-11T21:03:05Z,math.RT,['math.RT'],2004,math
math/0401302v2,Intrinsic capacities on compact Kähler manifolds,"we study fine properties of quasiplurisubharmonic functions on compact k\""ahler manifolds. we define and study several intrinsic capacities which characterize pluripolar sets and show that locally pluripolar sets are globally ""quasi-pluripolar"".",Vincent Guedj,http://arxiv.org/pdf/math/0401302v2,2004-01-22T17:31:31Z,2005-01-10T13:31:49Z,math.CV,"['math.CV', '32W20, 32F05, 32U15, 32Q15']",2004,math
math/0403226v1,On the discrete spectrum of a family of differential operators,"a family $\ba_\a$ of differential operators depending on a real parameter $\a$ is considered. the problem can be formulated in the language of perturbation theory of quadratic forms. the perturbation is only relatively bounded but not relatively compact with respect to the unperturbed form.   the spectral properties of the operator $\ba_\a$ strongly depend on $\a$. in particular, for $\a<\sqrt2$ the spectrum of $\ba_\a$ below 1/2 is finite, while for $\a>\sqrt2$ the operator has no eigenvalues at all. we study the asymptotic behaviour of the number of eigenvalues as $\a\nearrow\sqrt2$. we reduce this problem to the one on the spectral asymptotics for a certain jacobi matrix.",Michael Solomyak,http://arxiv.org/pdf/math/0403226v1,2004-03-14T10:23:04Z,2004-03-14T10:23:04Z,math.SP,"['math.SP', '35P20, 47A55']",2004,math
math/0407151v1,Area of Polygons in Hyperbolic Geometry,"consider the poincare disc model for hyperbolic geometry. in this paper, a convenient computational formula is developed along with an aesthetic geometric interpretation. two proofs, one geometric and one analytical, of each result are given.",Benjamin Aaron Bailey,http://arxiv.org/pdf/math/0407151v1,2004-07-08T21:41:57Z,2004-07-08T21:41:57Z,math.MG,['math.MG'],2004,math
math/0410303v1,Derived Functors and Hilbert Polynomials,"let $r$ be a commutative noetherian ring, $i$ an ideal, $m$ and $n$ finitely generated $r$-modules. assume $v(i)\cap supp(m)\cap supp(n)$ consists of finitely many maximal ideals and let ${\l}(\e^i(n/i^nn,m))$ denote the length of $\e^i(n/i^nn,m)$. it is shown that ${\l}(\e^i(n/i^nn,m))$ agrees with a polynomial in $n$ for $n>>0$, and an upper bound for its degree is given. on the other hand, a simple example shows that some special assumption such as the support condition above is necessary in order to conclude that polynomial growth holds.",Emanoil Theodorescu,http://arxiv.org/pdf/math/0410303v1,2004-10-13T01:43:14Z,2004-10-13T01:43:14Z,math.AC,['math.AC'],2004,math
math/0401019v2,"Strichartz estimates for the Wave and Schrodinger Equations with
  Potentials of Critical Decay","we prove weighted l^2 (morawetz) estimates for the solutions of linear schrodinger and wave equation with potentials that decay like |x|^{-2} for large x, by deducing them from estimates on the resolvent of the associated elliptic operator. we then deduce strichartz estimates for these equations.",Nicolas Burq,http://arxiv.org/pdf/math/0401019v2,2004-01-04T06:44:24Z,2010-09-10T15:58:06Z,math.AP,"['math.AP', '35L15, 35B45, 35Q40']",2004,math
math/0412541v1,Artinianness of local cohomology modules of ZD-modules,"this paper centers around artinianness of the local cohomology of $zd$-modules. let $\fa$ be an ideal of a commutative noetherian ring $r$. the notion of $\fa$-relative goldie dimension of an $r$-module $m$, as a generalization of that of goldie dimension is presented. let $m$ be a $zd$-module such that $\fa$-relative goldie dimension of any quotient of $m$ is finite. it is shown that if $\dim r/\fa=0$, then the local cohomology modules $h^i_{\fa}(m)$ are artinian. also, it is proved that if $d=\dim m$ is finite, then $h^d_{\fa}(m)$ is artinian, for any ideal $\fa$ of $r$ . these results extend the previously known results concerning artinianness of local cohomology of finitely generated modules.",Kamran Divaani-Aazar,http://arxiv.org/pdf/math/0412541v1,2004-12-30T11:52:19Z,2004-12-30T11:52:19Z,math.AC,"['math.AC', '13D45, 13E10']",2004,math
math/0404303v1,Completions of pro-spaces,"for every ring r, we present a pair of model structures on the category of pro-spaces. in the first, the weak equivalences are detected by cohomology with coefficients in r. in the second, the weak equivalences are detected by cohomology with coefficients in all r-modules (or equivalently by pro-homology with coefficients in r). in the second model structure, fibrant replacement is essentially just the bousfield-kan r-tower. when r = z/p, the first homotopy category is equivalent to a homotopy theory defined by morel but has some convenient categorical advantages.",Daniel C. Isaksen,http://arxiv.org/pdf/math/0404303v1,2004-04-16T21:29:35Z,2004-04-16T21:29:35Z,math.AT,"['math.AT', '55P60, 55N10 (Primary); 18G55, 55U35 (Secondary)']",2004,math
